"Original","Masked","Field","RowIndex"
"On or near Lower Thames Street","pWkSVZaLIeyE","Location","332"
"City of London Police","fLrvQqOIz9do","Reported by","333"
"City of London Police","fLrvQqOIz9do","Falls within","333"
"On or near Circus Place","MoKITRuLqSzo","Location","333"
"City of London Police","fLrvQqOIz9do","Reported by","334"
"City of London Police","fLrvQqOIz9do","Falls within","334"
"On or near New Street","AQJUM6v79PO+","Location","334"
"City of London Police","fLrvQqOIz9do","Reported by","335"
"City of London Police","fLrvQqOIz9do","Falls within","335"
"On or near Corbet Court","2eP832Hq9waE","Location","335"
"City of London Police","fLrvQqOIz9do","Reported by","336"
"City of London Police","fLrvQqOIz9do","Falls within","336"
"On or near Lower Thames Street","pWkSVZaLIeyE","Location","336"
"City of London Police","fLrvQqOIz9do","Reported by","337"
"City of London Police","fLrvQqOIz9do","Falls within","337"
"On or near Ironmonger Lane","hZALazysJVvQ","Location","337"
"City of London Police","fLrvQqOIz9do","Reported by","338"
"City of London Police","fLrvQqOIz9do","Falls within","338"
"On or near Lower Thames Street","pWkSVZaLIeyE","Location","338"
"City of London Police","fLrvQqOIz9do","Reported by","339"
"City of London Police","fLrvQqOIz9do","Falls within","339"
"On or near Wormwood Street","svK7BnUtYe+Q","Location","339"
"City of London Police","fLrvQqOIz9do","Reported by","340"
"City of London Police","fLrvQqOIz9do","Falls within","340"
"On or near Circus Place","MoKITRuLqSzo","Location","340"
"City of London Police","fLrvQqOIz9do","Reported by","341"
"City of London Police","fLrvQqOIz9do","Falls within","341"
"On or near Gracechurch Street","8wnWaGjoIcFf","Location","341"
"City of London Police","fLrvQqOIz9do","Reported by","342"
"City of London Police","fLrvQqOIz9do","Falls within","342"
"On or near New Street","AQJUM6v79PO+","Location","342"
"City of London Police","fLrvQqOIz9do","Reported by","343"
"City of London Police","fLrvQqOIz9do","Falls within","343"
"On or near Shopping Area","fzK/HvsYVthT","Location","343"
"City of London Police","fLrvQqOIz9do","Reported by","344"
"City of London Police","fLrvQqOIz9do","Falls within","344"
"On or near Mitre Street","f8HqdKkLjSPw","Location","344"
"City of London Police","fLrvQqOIz9do","Reported by","345"
"City of London Police","fLrvQqOIz9do","Falls within","345"
"On or near Shopping Area","fzK/HvsYVthT","Location","345"
"City of London Police","fLrvQqOIz9do","Reported by","346"
"City of London Police","fLrvQqOIz9do","Falls within","346"
"On or near Victoria Avenue","AqEic1Ve0RZS","Location","346"
"City of London Police","fLrvQqOIz9do","Reported by","347"
"City of London Police","fLrvQqOIz9do","Falls within","347"
"On or near Watling Street","1z7+/Jkq1rk1","Location","347"
"City of London Police","fLrvQqOIz9do","Reported by","348"
"City of London Police","fLrvQqOIz9do","Falls within","348"
"On or near Victoria Avenue","AqEic1Ve0RZS","Location","348"
"City of London Police","fLrvQqOIz9do","Reported by","349"
"City of London Police","fLrvQqOIz9do","Falls within","349"
"On or near Gracechurch Street","8wnWaGjoIcFf","Location","349"
"City of London Police","fLrvQqOIz9do","Reported by","350"
"City of London Police","fLrvQqOIz9do","Falls within","350"
"On or near Wormwood Street","svK7BnUtYe+Q","Location","350"
"City of London Police","fLrvQqOIz9do","Reported by","351"
"City of London Police","fLrvQqOIz9do","Falls within","351"
"On or near Mitre Street","f8HqdKkLjSPw","Location","351"
"City of London Police","fLrvQqOIz9do","Reported by","352"
"City of London Police","fLrvQqOIz9do","Falls within","352"
"On or near Moorgate","jLx3Ie2n+1jk","Location","352"
"City of London Police","fLrvQqOIz9do","Reported by","353"
"City of London Police","fLrvQqOIz9do","Falls within","353"
"On or near London Liverpool Street","wSjScPkT76e5","Location","353"
"City of London Police","fLrvQqOIz9do","Reported by","354"
"City of London Police","fLrvQqOIz9do","Falls within","354"
"On or near Mitre Street","f8HqdKkLjSPw","Location","354"
"City of London Police","fLrvQqOIz9do","Reported by","355"
"City of London Police","fLrvQqOIz9do","Falls within","355"
"On or near Watling Street","1z7+/Jkq1rk1","Location","355"
"City of London Police","fLrvQqOIz9do","Reported by","356"
"City of London Police","fLrvQqOIz9do","Falls within","356"
"On or near Gracechurch Street","8wnWaGjoIcFf","Location","356"
"City of London Police","fLrvQqOIz9do","Reported by","357"
"City of London Police","fLrvQqOIz9do","Falls within","357"
"On or near Supermarket","R0V5P6N9Gx/1","Location","357"
"City of London Police","fLrvQqOIz9do","Reported by","358"
"City of London Police","fLrvQqOIz9do","Falls within","358"
"On or near Circus Place","MoKITRuLqSzo","Location","358"
"City of London Police","fLrvQqOIz9do","Reported by","359"
"City of London Police","fLrvQqOIz9do","Falls within","359"
"On or near Liverpool Street","MlZHXg61uPKd","Location","359"
"City of London Police","fLrvQqOIz9do","Reported by","360"
"City of London Police","fLrvQqOIz9do","Falls within","360"
"On or near Moorgate","jLx3Ie2n+1jk","Location","360"
"City of London Police","fLrvQqOIz9do","Reported by","361"
"City of London Police","fLrvQqOIz9do","Falls within","361"
"On or near Shopping Area","fzK/HvsYVthT","Location","361"
"City of London Police","fLrvQqOIz9do","Reported by","362"
"City of London Police","fLrvQqOIz9do","Falls within","362"
"On or near Circus Place","MoKITRuLqSzo","Location","362"
"City of London Police","fLrvQqOIz9do","Reported by","363"
"City of London Police","fLrvQqOIz9do","Falls within","363"
"On or near Shopping Area","fzK/HvsYVthT","Location","363"
"City of London Police","fLrvQqOIz9do","Reported by","364"
"City of London Police","fLrvQqOIz9do","Falls within","364"
"On or near Ironmonger Lane","hZALazysJVvQ","Location","364"
"City of London Police","fLrvQqOIz9do","Reported by","365"
"City of London Police","fLrvQqOIz9do","Falls within","365"
"On or near New Change","GFWAN7mR6GR6","Location","365"
"City of London Police","fLrvQqOIz9do","Reported by","366"
"City of London Police","fLrvQqOIz9do","Falls within","366"
"On or near London Liverpool Street","wSjScPkT76e5","Location","366"
"City of London Police","fLrvQqOIz9do","Reported by","367"
"City of London Police","fLrvQqOIz9do","Falls within","367"
"On or near Gracechurch Street","8wnWaGjoIcFf","Location","367"
"City of London Police","fLrvQqOIz9do","Reported by","368"
"City of London Police","fLrvQqOIz9do","Falls within","368"
"On or near Lower Thames Street","pWkSVZaLIeyE","Location","368"
"City of London Police","fLrvQqOIz9do","Reported by","369"
"City of London Police","fLrvQqOIz9do","Falls within","369"
"On or near Shopping Area","fzK/HvsYVthT","Location","369"
"City of London Police","fLrvQqOIz9do","Reported by","370"
"City of London Police","fLrvQqOIz9do","Falls within","370"
"On or near Great Trinity Lane","i9jpIXLtZq7y","Location","370"
"City of London Police","fLrvQqOIz9do","Reported by","371"
"City of London Police","fLrvQqOIz9do","Falls within","371"
"On or near New Street","AQJUM6v79PO+","Location","371"
"City of London Police","fLrvQqOIz9do","Reported by","372"
"City of London Police","fLrvQqOIz9do","Falls within","372"
"On or near Shopping Area","fzK/HvsYVthT","Location","372"
"City of London Police","fLrvQqOIz9do","Reported by","373"
"City of London Police","fLrvQqOIz9do","Falls within","373"
"On or near Shopping Area","fzK/HvsYVthT","Location","373"
"City of London Police","fLrvQqOIz9do","Reported by","374"
"City of London Police","fLrvQqOIz9do","Falls within","374"
"On or near Amen Corner","05L1EHupv/A9","Location","374"
"City of London Police","fLrvQqOIz9do","Reported by","375"
"City of London Police","fLrvQqOIz9do","Falls within","375"
"On or near Shopping Area","fzK/HvsYVthT","Location","375"
"City of London Police","fLrvQqOIz9do","Reported by","376"
"City of London Police","fLrvQqOIz9do","Falls within","376"
"On or near Pancras Lane","F/D8DV6eOs8r","Location","376"
"City of London Police","fLrvQqOIz9do","Reported by","377"
"City of London Police","fLrvQqOIz9do","Falls within","377"
"On or near Liverpool Street","MlZHXg61uPKd","Location","377"
"City of London Police","fLrvQqOIz9do","Reported by","378"
"City of London Police","fLrvQqOIz9do","Falls within","378"
"On or near Mitre Street","f8HqdKkLjSPw","Location","378"
"City of London Police","fLrvQqOIz9do","Reported by","379"
"City of London Police","fLrvQqOIz9do","Falls within","379"
"On or near Watling Street","1z7+/Jkq1rk1","Location","379"
"City of London Police","fLrvQqOIz9do","Reported by","380"
"City of London Police","fLrvQqOIz9do","Falls within","380"
"On or near Watling Street","1z7+/Jkq1rk1","Location","380"
"City of London Police","fLrvQqOIz9do","Reported by","381"
"City of London Police","fLrvQqOIz9do","Falls within","381"
"On or near New Change","GFWAN7mR6GR6","Location","381"
"City of London Police","fLrvQqOIz9do","Reported by","382"
"City of London Police","fLrvQqOIz9do","Falls within","382"
"On or near Victoria Avenue","AqEic1Ve0RZS","Location","382"
"City of London Police","fLrvQqOIz9do","Reported by","383"
"City of London Police","fLrvQqOIz9do","Falls within","383"
"On or near Great Tower Street","iB9VbCaLMFie","Location","383"
"City of London Police","fLrvQqOIz9do","Reported by","384"
"City of London Police","fLrvQqOIz9do","Falls within","384"
"On or near Bishopsgate","CH41hlAxajZp","Location","384"
"City of London Police","fLrvQqOIz9do","Reported by","385"
"City of London Police","fLrvQqOIz9do","Falls within","385"
"On or near Corbet Court","2eP832Hq9waE","Location","385"
"City of London Police","fLrvQqOIz9do","Reported by","386"
"City of London Police","fLrvQqOIz9do","Falls within","386"
"On or near Finch Lane","cW1AWnntcpSD","Location","386"
"City of London Police","fLrvQqOIz9do","Reported by","387"
"City of London Police","fLrvQqOIz9do","Falls within","387"
"On or near Cannon Street","xXi1HTC9dEVp","Location","387"
"City of London Police","fLrvQqOIz9do","Reported by","388"
"City of London Police","fLrvQqOIz9do","Falls within","388"
"On or near Talbot Court","l9RL4ah6siaK","Location","388"
"City of London Police","fLrvQqOIz9do","Reported by","389"
"City of London Police","fLrvQqOIz9do","Falls within","389"
"On or near Mitre Street","f8HqdKkLjSPw","Location","389"
"City of London Police","fLrvQqOIz9do","Reported by","390"
"City of London Police","fLrvQqOIz9do","Falls within","390"
"On or near Circus Place","MoKITRuLqSzo","Location","390"
"City of London Police","fLrvQqOIz9do","Reported by","391"
"City of London Police","fLrvQqOIz9do","Falls within","391"
"On or near Lombard Street","6YZPZPnj3KKK","Location","391"
"City of London Police","fLrvQqOIz9do","Reported by","392"
"City of London Police","fLrvQqOIz9do","Falls within","392"
"On or near Great Tower Street","iB9VbCaLMFie","Location","392"
"City of London Police","fLrvQqOIz9do","Reported by","393"
"City of London Police","fLrvQqOIz9do","Falls within","393"
"On or near Finch Lane","cW1AWnntcpSD","Location","393"
"City of London Police","fLrvQqOIz9do","Reported by","394"
"City of London Police","fLrvQqOIz9do","Falls within","394"
"On or near Cannon Street","xXi1HTC9dEVp","Location","394"
"City of London Police","fLrvQqOIz9do","Reported by","395"
"City of London Police","fLrvQqOIz9do","Falls within","395"
"On or near Monument Street","fWbrtW3aw24J","Location","395"
"City of London Police","fLrvQqOIz9do","Reported by","396"
"City of London Police","fLrvQqOIz9do","Falls within","396"
"On or near Shopping Area","fzK/HvsYVthT","Location","396"
"City of London Police","fLrvQqOIz9do","Reported by","397"
"City of London Police","fLrvQqOIz9do","Falls within","397"
"On or near Gracechurch Street","8wnWaGjoIcFf","Location","397"
"City of London Police","fLrvQqOIz9do","Reported by","398"
"City of London Police","fLrvQqOIz9do","Falls within","398"
"On or near Laurence Pountney Lane","m+eW8qM1maOK","Location","398"
"City of London Police","fLrvQqOIz9do","Reported by","399"
"City of London Police","fLrvQqOIz9do","Falls within","399"
"On or near Parking Area","fYKCWrLNHNL/","Location","399"
"City of London Police","fLrvQqOIz9do","Reported by","400"
"City of London Police","fLrvQqOIz9do","Falls within","400"
"On or near Artillery Lane","rpGBkGFkIk2l","Location","400"
"City of London Police","fLrvQqOIz9do","Reported by","401"
"City of London Police","fLrvQqOIz9do","Falls within","401"
"On or near Lombard Street","6YZPZPnj3KKK","Location","401"
"City of London Police","fLrvQqOIz9do","Reported by","402"
"City of London Police","fLrvQqOIz9do","Falls within","402"
"On or near Bishopsgate","CH41hlAxajZp","Location","402"
"City of London Police","fLrvQqOIz9do","Reported by","403"
"City of London Police","fLrvQqOIz9do","Falls within","403"
"On or near Bishopsgate","CH41hlAxajZp","Location","403"
"City of London Police","fLrvQqOIz9do","Reported by","404"
"City of London Police","fLrvQqOIz9do","Falls within","404"
"On or near Cannon Street","xXi1HTC9dEVp","Location","404"
"City of London Police","fLrvQqOIz9do","Reported by","405"
"City of London Police","fLrvQqOIz9do","Falls within","405"
"On or near Tokenhouse Yard","eTSLRXj7wqqD","Location","405"
"City of London Police","fLrvQqOIz9do","Reported by","406"
"City of London Police","fLrvQqOIz9do","Falls within","406"
"On or near Shopping Area","fzK/HvsYVthT","Location","406"
"City of London Police","fLrvQqOIz9do","Reported by","407"
"City of London Police","fLrvQqOIz9do","Falls within","407"
"On or near Laurence Pountney Hill","yQ/DPAHzI61o","Location","407"
"City of London Police","fLrvQqOIz9do","Reported by","408"
"City of London Police","fLrvQqOIz9do","Falls within","408"
"On or near Martin Lane","6og4MamycvXx","Location","408"
"City of London Police","fLrvQqOIz9do","Reported by","409"
"City of London Police","fLrvQqOIz9do","Falls within","409"
"On or near Monument Street","fWbrtW3aw24J","Location","409"
"City of London Police","fLrvQqOIz9do","Reported by","410"
"City of London Police","fLrvQqOIz9do","Falls within","410"
"On or near Lombard Street","6YZPZPnj3KKK","Location","410"
"City of London Police","fLrvQqOIz9do","Reported by","411"
"City of London Police","fLrvQqOIz9do","Falls within","411"
"On or near Eastcheap","5CMQagL2W7dM","Location","411"
"City of London Police","fLrvQqOIz9do","Reported by","412"
"City of London Police","fLrvQqOIz9do","Falls within","412"
"On or near Conference/Exhibition Centre","crNzIDeKqBqO","Location","412"
"City of London Police","fLrvQqOIz9do","Reported by","413"
"City of London Police","fLrvQqOIz9do","Falls within","413"
"On or near Bell Inn Yard","OfbZxRdt/52K","Location","413"
"City of London Police","fLrvQqOIz9do","Reported by","414"
"City of London Police","fLrvQqOIz9do","Falls within","414"
"On or near Supermarket","R0V5P6N9Gx/1","Location","414"
"City of London Police","fLrvQqOIz9do","Reported by","415"
"City of London Police","fLrvQqOIz9do","Falls within","415"
"On or near Wormwood Street","svK7BnUtYe+Q","Location","415"
"City of London Police","fLrvQqOIz9do","Reported by","416"
"City of London Police","fLrvQqOIz9do","Falls within","416"
"On or near New London Street","kIwi4X783cZ8","Location","416"
"City of London Police","fLrvQqOIz9do","Reported by","417"
"City of London Police","fLrvQqOIz9do","Falls within","417"
"On or near Bishopsgate","CH41hlAxajZp","Location","417"
"City of London Police","fLrvQqOIz9do","Reported by","418"
"City of London Police","fLrvQqOIz9do","Falls within","418"
"On or near Queen Street","V/FWZ3wf/u33","Location","418"
"City of London Police","fLrvQqOIz9do","Reported by","419"
"City of London Police","fLrvQqOIz9do","Falls within","419"
"On or near Finch Lane","cW1AWnntcpSD","Location","419"
"City of London Police","fLrvQqOIz9do","Reported by","420"
"City of London Police","fLrvQqOIz9do","Falls within","420"
"On or near Amen Court","xiJytzLUzDN4","Location","420"
"City of London Police","fLrvQqOIz9do","Reported by","421"
"City of London Police","fLrvQqOIz9do","Falls within","421"
"On or near Coleman Street","OFUlqwyq+E9X","Location","421"
"City of London Police","fLrvQqOIz9do","Reported by","422"
"City of London Police","fLrvQqOIz9do","Falls within","422"
"On or near Lombard Street","6YZPZPnj3KKK","Location","422"
"City of London Police","fLrvQqOIz9do","Reported by","423"
"City of London Police","fLrvQqOIz9do","Falls within","423"
"On or near Queen Street","V/FWZ3wf/u33","Location","423"
"City of London Police","fLrvQqOIz9do","Reported by","424"
"City of London Police","fLrvQqOIz9do","Falls within","424"
"On or near Lombard Street","6YZPZPnj3KKK","Location","424"
"City of London Police","fLrvQqOIz9do","Reported by","425"
"City of London Police","fLrvQqOIz9do","Falls within","425"
"On or near Cannon Street","xXi1HTC9dEVp","Location","425"
"City of London Police","fLrvQqOIz9do","Reported by","426"
"City of London Police","fLrvQqOIz9do","Falls within","426"
"On or near Eastcheap","5CMQagL2W7dM","Location","426"
"City of London Police","fLrvQqOIz9do","Reported by","427"
"City of London Police","fLrvQqOIz9do","Falls within","427"
"On or near Shopping Area","fzK/HvsYVthT","Location","427"
"City of London Police","fLrvQqOIz9do","Reported by","428"
"City of London Police","fLrvQqOIz9do","Falls within","428"
"On or near Liverpool Street","MlZHXg61uPKd","Location","428"
"City of London Police","fLrvQqOIz9do","Reported by","429"
"City of London Police","fLrvQqOIz9do","Falls within","429"
"On or near Puddle Dock","1jRP0jMC/BgI","Location","429"
"City of London Police","fLrvQqOIz9do","Reported by","430"
"City of London Police","fLrvQqOIz9do","Falls within","430"
"On or near Lombard Street","6YZPZPnj3KKK","Location","430"
"City of London Police","fLrvQqOIz9do","Reported by","431"
"City of London Police","fLrvQqOIz9do","Falls within","431"
"On or near Lombard Street","6YZPZPnj3KKK","Location","431"
"City of London Police","fLrvQqOIz9do","Reported by","432"
"City of London Police","fLrvQqOIz9do","Falls within","432"
"On or near Eastcheap","5CMQagL2W7dM","Location","432"
"City of London Police","fLrvQqOIz9do","Reported by","433"
"City of London Police","fLrvQqOIz9do","Falls within","433"
"On or near Cannon Street","xXi1HTC9dEVp","Location","433"
"City of London Police","fLrvQqOIz9do","Reported by","434"
"City of London Police","fLrvQqOIz9do","Falls within","434"
"On or near Finch Lane","cW1AWnntcpSD","Location","434"
"City of London Police","fLrvQqOIz9do","Reported by","435"
"City of London Police","fLrvQqOIz9do","Falls within","435"
"On or near Amen Corner","05L1EHupv/A9","Location","435"
"City of London Police","fLrvQqOIz9do","Reported by","436"
"City of London Police","fLrvQqOIz9do","Falls within","436"
"On or near Angel Lane","ol5E6DulF/gF","Location","436"
"City of London Police","fLrvQqOIz9do","Reported by","437"
"City of London Police","fLrvQqOIz9do","Falls within","437"
"On or near Pancras Lane","F/D8DV6eOs8r","Location","437"
"City of London Police","fLrvQqOIz9do","Reported by","438"
"City of London Police","fLrvQqOIz9do","Falls within","438"
"On or near Cannon Street","xXi1HTC9dEVp","Location","438"
"City of London Police","fLrvQqOIz9do","Reported by","439"
"City of London Police","fLrvQqOIz9do","Falls within","439"
"On or near Lombard Street","6YZPZPnj3KKK","Location","439"
"City of London Police","fLrvQqOIz9do","Reported by","440"
"City of London Police","fLrvQqOIz9do","Falls within","440"
"On or near Amen Corner","05L1EHupv/A9","Location","440"
"City of London Police","fLrvQqOIz9do","Reported by","441"
"City of London Police","fLrvQqOIz9do","Falls within","441"
"On or near Talbot Court","l9RL4ah6siaK","Location","441"
"City of London Police","fLrvQqOIz9do","Reported by","442"
"City of London Police","fLrvQqOIz9do","Falls within","442"
"On or near Tokenhouse Yard","eTSLRXj7wqqD","Location","442"
"City of London Police","fLrvQqOIz9do","Reported by","443"
"City of London Police","fLrvQqOIz9do","Falls within","443"
"On or near Pancras Lane","F/D8DV6eOs8r","Location","443"
"City of London Police","fLrvQqOIz9do","Reported by","444"
"City of London Police","fLrvQqOIz9do","Falls within","444"
"On or near Dean'S Court","B/kFemdwZxqG","Location","444"
"City of London Police","fLrvQqOIz9do","Reported by","445"
"City of London Police","fLrvQqOIz9do","Falls within","445"
"On or near Bell Wharf Lane","rWrQgl20+d7X","Location","445"
"City of London Police","fLrvQqOIz9do","Reported by","446"
"City of London Police","fLrvQqOIz9do","Falls within","446"
"On or near Puddle Dock","1jRP0jMC/BgI","Location","446"
"City of London Police","fLrvQqOIz9do","Reported by","447"
"City of London Police","fLrvQqOIz9do","Falls within","447"
"On or near Angel Lane","ol5E6DulF/gF","Location","447"
"City of London Police","fLrvQqOIz9do","Reported by","448"
"City of London Police","fLrvQqOIz9do","Falls within","448"
"On or near Bell Wharf Lane","rWrQgl20+d7X","Location","448"
"City of London Police","fLrvQqOIz9do","Reported by","449"
"City of London Police","fLrvQqOIz9do","Falls within","449"
"On or near Martin Lane","6og4MamycvXx","Location","449"
"City of London Police","fLrvQqOIz9do","Reported by","450"
"City of London Police","fLrvQqOIz9do","Falls within","450"
"On or near Bell Wharf Lane","rWrQgl20+d7X","Location","450"
"City of London Police","fLrvQqOIz9do","Reported by","451"
"City of London Police","fLrvQqOIz9do","Falls within","451"
"On or near Bishopsgate","CH41hlAxajZp","Location","451"
"City of London Police","fLrvQqOIz9do","Reported by","452"
"City of London Police","fLrvQqOIz9do","Falls within","452"
"On or near Ludgate Square","Y5QdLNnaa5Un","Location","452"
"City of London Police","fLrvQqOIz9do","Reported by","453"
"City of London Police","fLrvQqOIz9do","Falls within","453"
"On or near London Liverpool Street","wSjScPkT76e5","Location","453"
"City of London Police","fLrvQqOIz9do","Reported by","454"
"City of London Police","fLrvQqOIz9do","Falls within","454"
"On or near Cooper'S Row","2iHwF37U9jLg","Location","454"
"City of London Police","fLrvQqOIz9do","Reported by","455"
"City of London Police","fLrvQqOIz9do","Falls within","455"
"On or near New London Street","kIwi4X783cZ8","Location","455"
"City of London Police","fLrvQqOIz9do","Reported by","456"
"City of London Police","fLrvQqOIz9do","Falls within","456"
"On or near Shopping Area","fzK/HvsYVthT","Location","456"
"City of London Police","fLrvQqOIz9do","Reported by","457"
"City of London Police","fLrvQqOIz9do","Falls within","457"
"On or near Bishopsgate","CH41hlAxajZp","Location","457"
"City of London Police","fLrvQqOIz9do","Reported by","458"
"City of London Police","fLrvQqOIz9do","Falls within","458"
"On or near Lovat Lane","iIpKwhyoBdec","Location","458"
"City of London Police","fLrvQqOIz9do","Reported by","459"
"City of London Police","fLrvQqOIz9do","Falls within","459"
"On or near Eastcheap","5CMQagL2W7dM","Location","459"
"City of London Police","fLrvQqOIz9do","Reported by","460"
"City of London Police","fLrvQqOIz9do","Falls within","460"
"On or near Byward Street","mFffIJNCqkF4","Location","460"
"City of London Police","fLrvQqOIz9do","Reported by","461"
"City of London Police","fLrvQqOIz9do","Falls within","461"
"On or near Allhallows Lane","q2FQF1lMr7nW","Location","461"
"City of London Police","fLrvQqOIz9do","Reported by","462"
"City of London Police","fLrvQqOIz9do","Falls within","462"
"On or near Eastcheap","5CMQagL2W7dM","Location","462"
"City of London Police","fLrvQqOIz9do","Reported by","463"
"City of London Police","fLrvQqOIz9do","Falls within","463"
"On or near St Mary At Hill","+8lW+RYroZOg","Location","463"
"City of London Police","fLrvQqOIz9do","Reported by","464"
"City of London Police","fLrvQqOIz9do","Falls within","464"
"On or near Gophir Lane","kY268mUJnkJG","Location","464"
"City of London Police","fLrvQqOIz9do","Reported by","465"
"City of London Police","fLrvQqOIz9do","Falls within","465"
"On or near Carlisle Avenue","awEUhKP9QDMb","Location","465"
"City of London Police","fLrvQqOIz9do","Reported by","466"
"City of London Police","fLrvQqOIz9do","Falls within","466"
"On or near Bury Street","xqHdxewuYVIj","Location","466"
"City of London Police","fLrvQqOIz9do","Reported by","467"
"City of London Police","fLrvQqOIz9do","Falls within","467"
"On or near Shopping Area","fzK/HvsYVthT","Location","467"
"City of London Police","fLrvQqOIz9do","Reported by","468"
"City of London Police","fLrvQqOIz9do","Falls within","468"
"On or near Lovat Lane","iIpKwhyoBdec","Location","468"
"City of London Police","fLrvQqOIz9do","Reported by","469"
"City of London Police","fLrvQqOIz9do","Falls within","469"
"On or near Victoria Avenue","AqEic1Ve0RZS","Location","469"
"City of London Police","fLrvQqOIz9do","Reported by","470"
"City of London Police","fLrvQqOIz9do","Falls within","470"
"On or near Bishopsgate","CH41hlAxajZp","Location","470"
"City of London Police","fLrvQqOIz9do","Reported by","471"
"City of London Police","fLrvQqOIz9do","Falls within","471"
"On or near Victoria Avenue","AqEic1Ve0RZS","Location","471"
"City of London Police","fLrvQqOIz9do","Reported by","472"
"City of London Police","fLrvQqOIz9do","Falls within","472"
"On or near Finch Lane","cW1AWnntcpSD","Location","472"
"City of London Police","fLrvQqOIz9do","Reported by","473"
"City of London Police","fLrvQqOIz9do","Falls within","473"
"On or near Shopping Area","fzK/HvsYVthT","Location","473"
"City of London Police","fLrvQqOIz9do","Reported by","474"
"City of London Police","fLrvQqOIz9do","Falls within","474"
"On or near Bishopsgate","CH41hlAxajZp","Location","474"
"City of London Police","fLrvQqOIz9do","Reported by","475"
"City of London Police","fLrvQqOIz9do","Falls within","475"
"On or near Shopping Area","fzK/HvsYVthT","Location","475"
"City of London Police","fLrvQqOIz9do","Reported by","476"
"City of London Police","fLrvQqOIz9do","Falls within","476"
"On or near Eastcheap","5CMQagL2W7dM","Location","476"
"City of London Police","fLrvQqOIz9do","Reported by","477"
"City of London Police","fLrvQqOIz9do","Falls within","477"
"On or near Pancras Lane","F/D8DV6eOs8r","Location","477"
"City of London Police","fLrvQqOIz9do","Reported by","478"
"City of London Police","fLrvQqOIz9do","Falls within","478"
"On or near A10","o78y9kdU59XX","Location","478"
"City of London Police","fLrvQqOIz9do","Reported by","479"
"City of London Police","fLrvQqOIz9do","Falls within","479"
"On or near A10","o78y9kdU59XX","Location","479"
"City of London Police","fLrvQqOIz9do","Reported by","480"
"City of London Police","fLrvQqOIz9do","Falls within","480"
"On or near St Mary At Hill","+8lW+RYroZOg","Location","480"
"City of London Police","fLrvQqOIz9do","Reported by","481"
"City of London Police","fLrvQqOIz9do","Falls within","481"
"On or near Liverpool Street","MlZHXg61uPKd","Location","481"
"City of London Police","fLrvQqOIz9do","Reported by","482"
"City of London Police","fLrvQqOIz9do","Falls within","482"
"On or near A10","o78y9kdU59XX","Location","482"
"City of London Police","fLrvQqOIz9do","Reported by","483"
"City of London Police","fLrvQqOIz9do","Falls within","483"
"On or near A10","o78y9kdU59XX","Location","483"
"City of London Police","fLrvQqOIz9do","Reported by","484"
"City of London Police","fLrvQqOIz9do","Falls within","484"
"On or near Queenhithe","2UyU7G+UVr4z","Location","484"
"City of London Police","fLrvQqOIz9do","Reported by","485"
"City of London Police","fLrvQqOIz9do","Falls within","485"
"On or near Byward Street","mFffIJNCqkF4","Location","485"
"City of London Police","fLrvQqOIz9do","Reported by","486"
"City of London Police","fLrvQqOIz9do","Falls within","486"
"On or near Bishopsgate","CH41hlAxajZp","Location","486"
"City of London Police","fLrvQqOIz9do","Reported by","487"
"City of London Police","fLrvQqOIz9do","Falls within","487"
"On or near Lovat Lane","iIpKwhyoBdec","Location","487"
"City of London Police","fLrvQqOIz9do","Reported by","488"
"City of London Police","fLrvQqOIz9do","Falls within","488"
"On or near Liverpool Street","MlZHXg61uPKd","Location","488"
"City of London Police","fLrvQqOIz9do","Reported by","489"
"City of London Police","fLrvQqOIz9do","Falls within","489"
"On or near Bury Court","gh74KppoXhWl","Location","489"
"City of London Police","fLrvQqOIz9do","Reported by","490"
"City of London Police","fLrvQqOIz9do","Falls within","490"
"On or near Parking Area","fYKCWrLNHNL/","Location","490"
"City of London Police","fLrvQqOIz9do","Reported by","491"
"City of London Police","fLrvQqOIz9do","Falls within","491"
"On or near Martin Lane","6og4MamycvXx","Location","491"
"City of London Police","fLrvQqOIz9do","Reported by","492"
"City of London Police","fLrvQqOIz9do","Falls within","492"
"On or near London Wall","G9vZvMLqOLrW","Location","492"
"City of London Police","fLrvQqOIz9do","Reported by","493"
"City of London Police","fLrvQqOIz9do","Falls within","493"
"On or near Finch Lane","cW1AWnntcpSD","Location","493"
"City of London Police","fLrvQqOIz9do","Reported by","494"
"City of London Police","fLrvQqOIz9do","Falls within","494"
"On or near Amen Corner","05L1EHupv/A9","Location","494"
"City of London Police","fLrvQqOIz9do","Reported by","495"
"City of London Police","fLrvQqOIz9do","Falls within","495"
"On or near Amen Court","xiJytzLUzDN4","Location","495"
"City of London Police","fLrvQqOIz9do","Reported by","496"
"City of London Police","fLrvQqOIz9do","Falls within","496"
"On or near Angel Lane","ol5E6DulF/gF","Location","496"
"City of London Police","fLrvQqOIz9do","Reported by","497"
"City of London Police","fLrvQqOIz9do","Falls within","497"
"On or near Cousin Lane","7Wva9uD4pzXq","Location","497"
"City of London Police","fLrvQqOIz9do","Reported by","498"
"City of London Police","fLrvQqOIz9do","Falls within","498"
"On or near Muscovy Street","1LoruBLh+EWY","Location","498"
"City of London Police","fLrvQqOIz9do","Reported by","499"
"City of London Police","fLrvQqOIz9do","Falls within","499"
